路線名稱(0), 方向性(1), 站序(2), 站牌名稱(3), 緯度(4), 經度(5)
龍宮尋寶(東岸)線,去程,6,漁貨直銷中心(碧砂休閒港區),25.144332,121.785734
龍宮尋寶(東岸)線,去程,7,國立海洋科技博物館(主題館),25.139927,121.79968
龍宮尋寶(東岸)線,去程,8,深澳漁港,25.129133,121.818805
龍宮尋寶(東岸)線,去程,9,臺鐵瑞芳站,25.108218,121.805877
龍宮尋寶(東岸)線,回程,0,臺鐵瑞芳站,25.108218,121.805877
龍宮尋寶(東岸)線,回程,1,深澳漁港,25.129133,121.818805
龍宮尋寶(東岸)線,回程,2,國立海洋科技博物館(主題館),25.139927,121.79968
龍宮尋寶(東岸)線,回程,3,漁貨直銷中心(碧砂休閒港區),25.144332,121.785734
龍宮尋寶(東岸)線,回程,4,和平島公園,25.1607904,121.7638315
龍宮尋寶(東岸)線,回程,5,原住民文化會館,25.153091,121.769644
龍宮尋寶(東岸)線,回程,6,中正公園,25.133703,121.752283
龍宮尋寶(東岸)線,回程,7,役政公園,25.133985,121.758465
龍宮尋寶(東岸)線,回程,8,廟口夜市(電力公司),25.129563,121.745383
龍宮尋寶(東岸)線,回程,9,臺鐵基隆站(旅遊服務中心),25.132536,121.7398388
龍宮尋寶(西岸)線,去程,0,臺鐵基隆站(旅遊服務中心),25.132536,121.7398388
龍宮尋寶(西岸)線,去程,1,情人湖公園,25.15667,121.70627
龍宮尋寶(西岸)線,去程,2,大武崙觀光工廠,25.149045,121.699951
龍宮尋寶(西岸)線,去程,3,翡翠灣,25.186825,121.683592
龍宮尋寶(西岸)線,去程,4,龜吼漁港,25.196158,121.687878
龍宮尋寶(西岸)線,去程,5,野柳地質公園,25.204854,121.690119
龍宮尋寶(西岸)線,回程,0,野柳地質公園,25.204854,121.690119
龍宮尋寶(西岸)線,回程,1,龜吼漁港,25.196158,121.687878
龍宮尋寶(西岸)線,回程,2,翡翠灣,25.186825,121.683592
龍宮尋寶(西岸)線,回程,3,大武崙觀光工廠,25.149045,121.699951
龍宮尋寶(西岸)線,回程,4,情人湖公園,25.15667,121.70627
龍宮尋寶(西岸)線,回程,5,臺鐵基隆站(旅遊服務中心),25.132536,121.7398388
哈佛快線,去程,0,高鐵左營站,22.687215,120.309019
哈佛快線,去程,1,佛陀紀念館,22.75497,120.44615
哈佛快線,去程,2,佛光山,22.7495,120.44706
哈佛快線,回程,0,佛光山,22.7495,120.44706
哈佛快線,回程,1,佛陀紀念館,22.75497,120.44615
哈佛快線,回程,2,高鐵左營站,22.687215,120.309019
媽宮.北環線,去程,0,公車總站,23.567726,119.564566
媽宮.北環線,去程,1,石滬廣場,23.563134,119.564895
媽宮.北環線,去程,2,自由塔,23.569858,119.57141
媽宮.北環線,去程,3,第三漁港（雅霖）,23.568248,119.574075
媽宮.北環線,去程,4,元泰、百世多麗臨時站,23.563312,119.583555
媽宮.北環線,去程,5,馬公機場,23.559812,119.629576
媽宮.北環線,去程,6,通梁古榕,23.656021,119.557156
媽宮.北環線,去程,7,大?葉玄武岩柱,23.594706,119.51709
媽宮.北環線,去程,8,漁翁島燈塔站,23.562599,119.470668
媽宮.北環線,去程,9,餌砲,23.56506,119.47517
媽宮.北環線,去程,10,西嶼西台,23.566322,119.489504
媽宮.北環線,去程,11,二崁聚落,23.604121,119.517732
媽宮.北環線,去程,12,小門地質公園,23.652745,119.517284
媽宮.北環線,去程,13,跨海大橋,23.639171,119.540692
媽宮.北環線,去程,14,元泰、百事多麗臨時站,23.563312,119.583555
媽宮.北環線,去程,15,第三漁港（雅霖）,23.568248,119.574075
媽宮.北環線,去程,16,自由塔,23.569858,119.57141
媽宮.北環線,去程,17,石滬廣場,23.563134,119.564895
媽宮.北環線,回程,0,石滬廣場,23.563134,119.564895
媽宮.北環線,回程,1,公車總站,23.567726,119.564566
故宮南院線,去程,0,臺鐵嘉義站,23.47861,120.44131
故宮南院線,去程,1,檜意森活村,23.48797,120.45331
故宮南院線,去程,2,民雄工業區服務中心,23.52286,120.44749
故宮南院線,去程,3,旺萊山,23.553520,120.475788
故宮南院線,去程,4,金桔農莊,23.55718,120.47589
故宮南院線,去程,5,中正大學,23.56030,120.47322
故宮南院線,去程,6,臺鐵民雄站,23.55559,120.43144
故宮南院線,去程,7,菁埔貓世界,23.55873,120.39883
故宮南院線,去程,8,新港奉天宮,23.55543,120.34756
故宮南院線,去程,9,頂菜園,23.56287,120.32576
故宮南院線,去程,10,板陶窯,23.56524,120.32123
故宮南院線,去程,11,蒜頭蔗埕文化園區,23.47902,120.29915
故宮南院線,去程,12,故宮南院,23.47008,120.29500
故宮南院線,去程,13,高鐵嘉義站,23.45863,120.32293
故宮南院線,回程,0,高鐵嘉義站,23.45863,120.32293
故宮南院線,回程,1,故宮南院,23.47008,120.29500
故宮南院線,回程,2,蒜頭蔗埕文化園區,23.47902,120.29915
故宮南院線,回程,3,頂菜園,23.56287,120.32576
故宮南院線,回程,4,板陶窯,23.56524,120.32123
故宮南院線,回程,5,新港奉天宮,23.55543,120.34756
故宮南院線,回程,6,菁埔貓世界,23.55873,120.39883
故宮南院線,回程,7,臺鐵民雄站,23.55559,120.43144
故宮南院線,回程,8,中正大學,23.56030,120.47322
故宮南院線,回程,9,金桔農莊,23.55718,120.47589
故宮南院線,回程,10,旺萊山,23.553520,120.475788
故宮南院線,回程,11,民雄工業區服務中心,23.52286,120.44749
故宮南院線,回程,12,檜意森活村,23.48797,120.45331
故宮南院線,回程,13,臺鐵嘉義站,23.47861,120.44131
親子樂園線(假日行駛),去程,0,桃客中壢總站,24.95322,121.22384
親子樂園線(假日行駛),去程,1,老街溪河川教育中心,24.95368,121.21858
親子樂園線(假日行駛),去程,2,葡萄王健康活力能量館,24.93400,121.22536
親子樂園線(假日行駛),去程,3,晴耕雨讀小書院,24.89572,121.22607
親子樂園線(假日行駛),去程,4,桃客龍潭站,24.86804,121.21549
親子樂園線(假日行駛),去程,5,龍潭大池(管理中心),24.86396,121.20954
親子樂園線(假日行駛),去程,6,小人國主題樂園,24.83120,121.18712
親子樂園線(假日行駛),去程,7,六福村主題樂園,24.82189,121.18494
親子樂園線(假日行駛),回程,0,六福村主題樂園,24.82189,121.18494
親子樂園線(假日行駛),回程,1,小人國主題樂園,24.83120,121.18712
親子樂園線(假日行駛),回程,2,龍潭大池(龍元路),24.86370,121.20954
親子樂園線(假日行駛),回程,3,桃客龍潭站,24.86804,121.21549
親子樂園線(假日行駛),回程,4,晴耕雨讀小書院,24.89583,121.22625
親子樂園線(假日行駛),回程,5,葡萄王健康活力能量館,24.93400,121.22536
親子樂園線(假日行駛),回程,6,老街溪河川教育中心,24.95365,121.21867
親子樂園線(假日行駛),回程,7,桃客中壢總站,24.95322,121.22384
大樹祈福線B,去程,0,鳳山轉運站(捷運大東站),22.62518,120.36345
大樹祈福線B,去程,1,舊鐵橋溼地（三和瓦窯),22.66235,120.42659
大樹祈福線B,去程,2,竹仔寮抽水站,22.6679985,120.4255942
大樹祈福線B,去程,3,姑山倉庫,22.71043,120.43948
大樹祈福線B,去程,4,佛光山,22.74932,120.44748
大樹祈福線B,去程,5,佛陀紀念館,22.75497,120.44615
大樹祈福線B,回程,0,佛陀紀念館,22.75497,120.44615
大樹祈福線B,回程,1,佛光山,22.74932,120.44748
大樹祈福線B,回程,2,姑山倉庫,22.71043,120.43948
大樹祈福線B,回程,3,竹仔寮抽水站,22.6679985,120.4255942
大樹祈福線B,回程,4,舊鐵橋溼地（三和瓦窯),22.66235,120.42659
大樹祈福線B,回程,5,鳳山轉運站(捷運大東站),22.62518,120.36345
阿里山線-A線(高鐵出發)經奮起湖,去程,0,高鐵嘉義站,23.458720,120.322791
阿里山線-A線(高鐵出發)經奮起湖,去程,1,頂六國小,23.446026,120.494348
阿里山線-A線(高鐵出發)經奮起湖,去程,2,吳鳳廟,23.443670,120.542270
阿里山線-A線(高鐵出發)經奮起湖,去程,3,觸口遊客中心,23.445049,120.587357
阿里山線-A線(高鐵出發)經奮起湖,去程,4,觸口,23.438262,120.606985
阿里山線-A線(高鐵出發)經奮起湖,去程,5,龍美,23.406510,120.650470
阿里山線-A線(高鐵出發)經奮起湖,去程,6,隙頂,23.429570,120.660420
阿里山線-A線(高鐵出發)經奮起湖,去程,7,巃頭坪,23.443410,120.672660
阿里山線-A線(高鐵出發)經奮起湖,去程,8,石棹,23.473000,120.697310
阿里山線-A線(高鐵出發)經奮起湖,去程,9,奮起湖,23.50605,120.6955
阿里山線-A線(高鐵出發)經奮起湖,去程,10,十字村,23.49204,120.75464
阿里山線-A線(高鐵出發)經奮起湖,去程,11,青年活動中心,23.500295,120.793929
阿里山線-A線(高鐵出發)經奮起湖,去程,12,阿里山,23.50819,120.80125
阿里山線-A線(高鐵出發)經奮起湖,回程,0,阿里山,23.50819,120.80125
阿里山線-A線(高鐵出發)經奮起湖,回程,1,青年活動中心,23.500295,120.793929
阿里山線-A線(高鐵出發)經奮起湖,回程,2,十字村,23.492310,120.75468
阿里山線-A線(高鐵出發)經奮起湖,回程,3,奮起湖,23.50605,120.6955
阿里山線-A線(高鐵出發)經奮起湖,回程,4,石棹,23.473240,120.697370
阿里山線-A線(高鐵出發)經奮起湖,回程,5,巃頭坪,23.443440,120.672520
阿里山線-A線(高鐵出發)經奮起湖,回程,6,隙頂,23.429270,120.659950
阿里山線-A線(高鐵出發)經奮起湖,回程,7,龍美,23.406660,120.650180
阿里山線-A線(高鐵出發)經奮起湖,回程,8,觸口,23.438560,120.606790
阿里山線-A線(高鐵出發)經奮起湖,回程,9,觸口遊客中心,23.445989,120.583988
阿里山線-A線(高鐵出發)經奮起湖,回程,10,吳鳳廟,23.443770,120.542260
阿里山線-A線(高鐵出發)經奮起湖,回程,11,頂六國小,23.445930,120.494650
阿里山線-A線(高鐵出發)經奮起湖,回程,12,高鐵嘉義站,23.458721,120.322870
阿里山線-B線(臺鐵出發)經奮起湖,去程,0,臺鐵嘉義站,23.47854,120.44125
阿里山線-B線(臺鐵出發)經奮起湖,去程,1,頂六國小,23.446026,120.494348
阿里山線-B線(臺鐵出發)經奮起湖,去程,2,吳鳳廟,23.44367,120.54227
阿里山線-B線(臺鐵出發)經奮起湖,去程,3,觸口遊客中心,23.445049,120.587357
阿里山線-B線(臺鐵出發)經奮起湖,去程,4,觸口,23.438262,120.606985
阿里山線-B線(臺鐵出發)經奮起湖,去程,5,龍美,23.40651,120.65047
阿里山線-B線(臺鐵出發)經奮起湖,去程,6,隙頂,23.42957,120.66042
阿里山線-B線(臺鐵出發)經奮起湖,去程,7,巃頭坪,23.443410,120.672660
阿里山線-B線(臺鐵出發)經奮起湖,去程,8,石棹,23.473,120.69731
阿里山線-B線(臺鐵出發)經奮起湖,去程,9,奮起湖,23.50605,120.6955
阿里山線-B線(臺鐵出發)經奮起湖,去程,10,十字村,23.49204,120.75464
阿里山線-B線(臺鐵出發)經奮起湖,去程,11,青年活動中心,23.500295,120.793929
阿里山線-B線(臺鐵出發)經奮起湖,去程,12,阿里山,23.50819,120.80125
阿里山線-B線(臺鐵出發)經奮起湖,回程,0,阿里山,23.50819,120.80125
阿里山線-B線(臺鐵出發)經奮起湖,回程,1,青年活動中心,23.500295,120.793929
阿里山線-B線(臺鐵出發)經奮起湖,回程,2,十字村,23.49231,120.75468
阿里山線-B線(臺鐵出發)經奮起湖,回程,3,奮起湖,23.50605,120.6955
阿里山線-B線(臺鐵出發)經奮起湖,回程,4,石棹,23.47324,120.69737
阿里山線-B線(臺鐵出發)經奮起湖,回程,5,巃頭坪,23.443440,120.67252
阿里山線-B線(臺鐵出發)經奮起湖,回程,6,隙頂,23.42927,120.65995
阿里山線-B線(臺鐵出發)經奮起湖,回程,7,龍美,23.40666,120.65018
阿里山線-B線(臺鐵出發)經奮起湖,回程,8,觸口,23.43856,120.60679
阿里山線-B線(臺鐵出發)經奮起湖,回程,9,觸口遊客中心,23.445989,120.583988
阿里山線-B線(臺鐵出發)經奮起湖,回程,10,吳鳳廟,23.44377,120.54226
阿里山線-B線(臺鐵出發)經奮起湖,回程,11,頂六國小,23.44593,120.49465
阿里山線-B線(臺鐵出發)經奮起湖,回程,12,臺鐵嘉義站,23.47854,120.44125
木柵平溪線(往平溪),去程,0,捷運木柵站,24.99801667,121.57445
木柵平溪線(往平溪),去程,1,深坑老街,25.00135,121.6127
木柵平溪線(往平溪),去程,2,雙溪口(可轉乘至石碇老街),25.00738333,121.6524167
木柵平溪線(往平溪),去程,3,姑娘廟,25.017,121.6987
木柵平溪線(往平溪),去程,4,菁桐坑(天燈派出所)(菁桐老街),25.02225,121.7235
木柵平溪線(往平溪),去程,5,平溪老街,25.02448333,121.7387
木柵平溪線(往平溪),回程,0,平溪老街,25.02448333,121.7387
木柵平溪線(往平溪),回程,1,菁桐坑(天燈派出所)(菁桐老街),25.02225,121.7235
木柵平溪線(往平溪),回程,2,姑娘廟,25.017,121.6987
木柵平溪線(往平溪),回程,3,雙溪口(可轉乘至石碇老街),25.00738333,121.6524167
木柵平溪線(往平溪),回程,4,深坑老街,25.00135,121.6127
木柵平溪線(往平溪),回程,5,捷運木柵站,24.99801667,121.57445
E線-風獅爺主題(上午)路線(六、日行駛),去程,0,山外車站,24.442393,118.413745
E線-風獅爺主題(上午)路線(六、日行駛),去程,1,瓊林,24.453179,118.373980
E線-風獅爺主題(上午)路線(六、日行駛),去程,2,中蘭,24.463550,118.385890
E線-風獅爺主題(上午)路線(六、日行駛),去程,3,何厝,24.473620,118.397099
E線-風獅爺主題(上午)路線(六、日行駛),去程,4,斗門,24.474299,118.405829
E線-風獅爺主題(上午)路線(六、日行駛),去程,5,下塘頭,24.476160,118.393249
E線-風獅爺主題(上午)路線(六、日行駛),去程,6,浦邊,24.477789,118.388840
E線-風獅爺主題(上午)路線(六、日行駛),去程,7,劉澳,24.482240,118.388499
E線-風獅爺主題(上午)路線(六、日行駛),去程,8,呂厝,24.484490,118.390460
E線-風獅爺主題(上午)路線(六、日行駛),去程,9,后宅,24.483260,118.394419
E線-風獅爺主題(上午)路線(六、日行駛),去程,10,洋山,24.492750,118.396960
E線-風獅爺主題(上午)路線(六、日行駛),去程,11,田墩,24.501249,118.409319
E線-風獅爺主題(上午)路線(六、日行駛),去程,12,西園,24.508829,118.405770
E線-風獅爺主題(上午)路線(六、日行駛),去程,13,塘頭,24.514859,118.414950
E線-風獅爺主題(上午)路線(六、日行駛),去程,14,官澳,24.516329,118.410560
E線-風獅爺主題(上午)路線(六、日行駛),去程,15,山外車站,24.442393,118.413745
E線-風獅爺主題(上午)路線(六、日行駛),回程,0,山外車站,24.442393,118.413745
E線-風獅爺主題(上午)路線(六、日行駛),回程,1,瓊林,24.453179,118.373980
E線-風獅爺主題(上午)路線(六、日行駛),回程,2,中蘭,24.463550,118.385890
E線-風獅爺主題(上午)路線(六、日行駛),回程,3,何厝,24.473620,118.397099
E線-風獅爺主題(上午)路線(六、日行駛),回程,4,斗門,24.474299,118.405829
E線-風獅爺主題(上午)路線(六、日行駛),回程,5,下塘頭,24.476160,118.393249
E線-風獅爺主題(上午)路線(六、日行駛),回程,6,浦邊,24.477789,118.388840
E線-風獅爺主題(上午)路線(六、日行駛),回程,7,劉澳,24.482240,118.388499
E線-風獅爺主題(上午)路線(六、日行駛),回程,8,呂厝,24.484490,118.390460
E線-風獅爺主題(上午)路線(六、日行駛),回程,9,后宅,24.483260,118.394419
E線-風獅爺主題(上午)路線(六、日行駛),回程,10,洋山,24.492750,118.396960
E線-風獅爺主題(上午)路線(六、日行駛),回程,11,田墩,24.501249,118.409319
E線-風獅爺主題(上午)路線(六、日行駛),回程,12,西園,24.508829,118.405770
E線-風獅爺主題(上午)路線(六、日行駛),回程,13,塘頭,24.514859,118.414950
E線-風獅爺主題(上午)路線(六、日行駛),回程,14,官澳,24.516329,118.410560
E線-風獅爺主題(上午)路線(六、日行駛),回程,15,山外車站,24.442393,118.413745
E線-風獅爺主題(下午)路線(六、日行駛),去程,0,山外車站,24.442393,118.413745
E線-風獅爺主題(下午)路線(六、日行駛),去程,1,陽翟,24.478249,118.428730
E線-風獅爺主題(下午)路線(六、日行駛),去程,2,西吳,24.485730,118.428740
E線-風獅爺主題(下午)路線(六、日行駛),去程,3,東珩,24.486609,118.434740
E線-風獅爺主題(下午)路線(六、日行駛),去程,4,碧山,24.485749,118.442760
E線-風獅爺主題(下午)路線(六、日行駛),去程,5,山后,24.503820,118.442310
E線-風獅爺主題(下午)路線(六、日行駛),去程,6,沙美,24.496400,118.416380
E線-風獅爺主題(下午)路線(六、日行駛),去程,7,后浦頭,24.488720,118.413190
E線-風獅爺主題(下午)路線(六、日行駛),去程,8,后水頭1,24.481500,118.414069
E線-風獅爺主題(下午)路線(六、日行駛),去程,9,東蕭,24.487929,118.423410
E線-風獅爺主題(下午)路線(六、日行駛),去程,10,后水頭2,24.482530,118.416759
E線-風獅爺主題(下午)路線(六、日行駛),去程,11,蔡厝,24.472020,118.416949
E線-風獅爺主題(下午)路線(六、日行駛),去程,12,東沙尾,24.455780,118.447919
E線-風獅爺主題(下午)路線(六、日行駛),去程,13,東山,24.461629,118.452529
E線-風獅爺主題(下午)路線(六、日行駛),去程,14,東溪,24.464120,118.452989
E線-風獅爺主題(下午)路線(六、日行駛),去程,15,大地,24.475229,118.460419
E線-風獅爺主題(下午)路線(六、日行駛),去程,16,田埔,24.477399,118.462280
E線-風獅爺主題(下午)路線(六、日行駛),去程,17,南雄,24.452349,118.424000
E線-風獅爺主題(下午)路線(六、日行駛),去程,18,山外車站,24.442393,118.413745
E線-風獅爺主題(下午)路線(六、日行駛),回程,0,山外車站,24.442393,118.413745
E線-風獅爺主題(下午)路線(六、日行駛),回程,1,陽翟,24.478249,118.428730
E線-風獅爺主題(下午)路線(六、日行駛),回程,2,西吳,24.485730,118.428740
E線-風獅爺主題(下午)路線(六、日行駛),回程,3,東珩,24.486609,118.434740
E線-風獅爺主題(下午)路線(六、日行駛),回程,4,碧山,24.485749,118.442760
E線-風獅爺主題(下午)路線(六、日行駛),回程,5,山后,24.503820,118.442310
E線-風獅爺主題(下午)路線(六、日行駛),回程,6,沙美,24.496400,118.416380
E線-風獅爺主題(下午)路線(六、日行駛),回程,7,后浦頭,24.488720,118.413190
E線-風獅爺主題(下午)路線(六、日行駛),回程,8,后水頭1,24.481500,118.414069
E線-風獅爺主題(下午)路線(六、日行駛),回程,9,東蕭,24.487929,118.423410
E線-風獅爺主題(下午)路線(六、日行駛),回程,10,后水頭2,24.482530,118.416759
E線-風獅爺主題(下午)路線(六、日行駛),回程,11,蔡厝,24.472020,118.416949
E線-風獅爺主題(下午)路線(六、日行駛),回程,12,東沙尾,24.455780,118.447919
E線-風獅爺主題(下午)路線(六、日行駛),回程,13,東山,24.461629,118.452529
E線-風獅爺主題(下午)路線(六、日行駛),回程,14,東溪,24.464120,118.452989
E線-風獅爺主題(下午)路線(六、日行駛),回程,15,大地,24.475229,118.460419
E線-風獅爺主題(下午)路線(六、日行駛),回程,16,田埔,24.477399,118.462280
E線-風獅爺主題(下午)路線(六、日行駛),回程,17,南雄,24.452349,118.424000
E線-風獅爺主題(下午)路線(六、日行駛),回程,18,山外車站,24.442393,118.413745
關子嶺故宮南院線,去程,0,新營客運總站,23.30752,120.32217
關子嶺故宮南院線,去程,1,後壁火車站,23.366008,120.3609
關子嶺故宮南院線,去程,2,南靖火車站,23.4132,120.38589
關子嶺故宮南院線,去程,3,高鐵嘉義站,23.458721,120.322948
關子嶺故宮南院線,去程,4,故宮南院,23.470052,120.29482
關子嶺故宮南院線,去程,5,高鐵嘉義站,23.458721,120.322948
關子嶺故宮南院線,去程,6,南靖火車站,23.4132,120.38589
關子嶺故宮南院線,去程,7,後壁火車站,23.366008,120.3609
關子嶺故宮南院線,去程,8,白河轉運站,23.3474,120.41352
關子嶺故宮南院線,去程,9,白河水庫,23.352358,120.467463
關子嶺故宮南院線,去程,10,寶泉橋,23.33952,120.50459
關子嶺故宮南院線,去程,11,關子嶺,23.33882,120.50301
關子嶺故宮南院線,回程,0,關子嶺,23.338473,120.50305
關子嶺故宮南院線,回程,1,寶泉橋,23.339512,120.504758
關子嶺故宮南院線,回程,2,白河水庫,23.352487,120.467337
關子嶺故宮南院線,回程,3,白河轉運站,23.3474,120.41352
關子嶺故宮南院線,回程,4,後壁火車站,23.366008,120.3609
關子嶺故宮南院線,回程,5,南靖火車站,23.413725,120.385961
關子嶺故宮南院線,回程,6,高鐵嘉義站,23.458721,120.322948
關子嶺故宮南院線,回程,7,故宮南院,23.470052,120.29482
關子嶺故宮南院線,回程,8,高鐵嘉義站,23.458721,120.322948
關子嶺故宮南院線,回程,9,南靖火車站,23.413725,120.385961
關子嶺故宮南院線,回程,10,後壁火車站,23.366008,120.3609
關子嶺故宮南院線,回程,11,新營客運總站,23.30752,120.32217
清水岩線(假日行駛),去程,0,高鐵彰化站,23.874822,120.575122
清水岩線(假日行駛),去程,1,田中火車站,23.858002,120.590792
清水岩線(假日行駛),去程,2,清水之森,23.885348,120.608078
清水岩線(假日行駛),去程,3,清水岩寺,23.889397,120.609642
清水岩線(假日行駛),去程,4,樂活襪之鄉博物館,23.903332,120.601705
清水岩線(假日行駛),去程,5,福井鐵道文物館,23.896708,120.584878
清水岩線(假日行駛),去程,6,台鐵社頭站,23.895833,120.583092
清水岩線(假日行駛),去程,7,襪仔王觀光工廠,23.875215,120.587197
清水岩線(假日行駛),去程,8,高鐵彰化站,23.874822,120.575122
清水岩線(假日行駛),回程,0,高鐵彰化站,23.874822,120.575122
清水岩線(假日行駛),回程,1,田中火車站,23.858002,120.590792
清水岩線(假日行駛),回程,2,清水之森,23.885348,120.608078
清水岩線(假日行駛),回程,3,清水岩寺,23.889397,120.609642
清水岩線(假日行駛),回程,4,樂活襪之鄉博物館,23.903332,120.601705
清水岩線(假日行駛),回程,5,福井鐵道文物館,23.896708,120.584878
清水岩線(假日行駛),回程,6,台鐵社頭站,23.895833,120.583092
清水岩線(假日行駛),回程,7,襪仔王觀光工廠,23.875215,120.587197
清水岩線(假日行駛),回程,8,高鐵彰化站,23.874822,120.575122
彰南快線(假日行駛),去程,0,高鐵彰化站,23.874822,120.575122
彰南快線(假日行駛),去程,1,台鐵田中站,23.858002,120.590752
彰南快線(假日行駛),去程,2,華新MASK創意生活館,23.847043,120.56983
彰南快線(假日行駛),去程,3,田中貓村,23.865662,120.568243
彰南快線(假日行駛),去程,4,北斗老街,23.874997,120.524137
彰南快線(假日行駛),去程,5,田尾公路花園,23.894075,120.532135
彰南快線(假日行駛),去程,6,愛玩色創意館,23.890713,120.509168
彰南快線(假日行駛),去程,7,冰粽發明館,23.888878,120.49482
彰南快線(假日行駛),去程,8,彰化百寶村,23.89114,120.463102
彰南快線(假日行駛),去程,9,台灣穀堡,23.869932,120.458608
彰南快線(假日行駛),去程,10,溪州公園,23.842333,120.496643
彰南快線(假日行駛),去程,11,萬景藝苑,23.860717,120.505902
彰南快線(假日行駛),去程,12,高鐵彰化站,23.874822,120.575122
彰南快線(假日行駛),回程,0,高鐵彰化站,23.874822,120.575122
彰南快線(假日行駛),回程,1,台鐵田中站,23.858002,120.590752
彰南快線(假日行駛),回程,2,華新MASK創意生活館,23.847043,120.56983
彰南快線(假日行駛),回程,3,田中貓村,23.865662,120.568243
彰南快線(假日行駛),回程,4,北斗老街,23.874997,120.524137
彰南快線(假日行駛),回程,5,田尾公路花園,23.894075,120.532135
彰南快線(假日行駛),回程,6,愛玩色創意館,23.890713,120.509168
彰南快線(假日行駛),回程,7,冰粽發明館,23.888878,120.49482
彰南快線(假日行駛),回程,8,彰化百寶村,23.89114,120.463102
彰南快線(假日行駛),回程,9,台灣穀堡,23.869932,120.458608
彰南快線(假日行駛),回程,10,溪州公園,23.842333,120.496643
彰南快線(假日行駛),回程,11,萬景藝苑,23.860717,120.505902
彰南快線(假日行駛),回程,12,高鐵彰化站,23.874822,120.575122




