交易日期(0), 作物代號(1), 作物名稱(2), 市場代號(3), 市場名稱(4), 上價(5), 中價(6), 下價(7), 平均價(8), 交易量(9)
107.06.08,FV3,辣椒-雞心,109,台北一,120,100,100,104,10
107.06.08,FV4,辣椒-朝天椒,109,台北一,40.8,29.5,18.2,29.5,2483
107.06.08,FV5,辣椒-青龍,109,台北一,30,30,30,30,5
107.06.08,FV6,辣椒-糯米椒,109,台北一,70.9,59.9,32.6,56.7,1121
107.06.08,FW1,金針花,109,台北一,161.1,128.2,79.6,125,140
107.06.08,FY0,玉米-其他,109,台北一,13.8,7.2,2,7.5,2300
107.06.08,FY1,玉米-白玉米,109,台北一,8.6,6,2,5.8,320
107.06.08,FY2,玉米-甜硬殼,109,台北一,9,9,9,9,150
107.06.08,FY3,玉米-超甜白,109,台北一,28.4,15.4,5.6,16,4448
107.06.08,FY4,玉米-玉米筍,109,台北一,27.3,11.6,7.4,13.9,3868
107.06.08,FY5,玉米-糯米(黑),109,台北一,17.5,15.4,11.1,14.9,1760
107.06.08,FY6,玉米-甜軟殼,109,台北一,14.1,9.2,3.7,9.1,22663
107.06.08,FY7,玉米-糯米(白),109,台北一,19.3,10.3,6.1,11.3,6745
107.06.08,FY9,玉米-進口,109,台北一,121.9,112.5,97.8,111.4,803
107.06.08,FZ1,落花生-生落花生,109,台北一,50.8,40,33.6,40.9,3337
107.06.08,FZ2,落花生-熟落花生,109,台北一,60,55.8,17.2,48.9,219
107.06.08,G3,酪梨,109,台北一,128.6,103.6,76.6,103.2,435
107.06.08,G39,酪梨-進口,109,台北一,166.7,166.7,166.7,166.7,72
107.06.08,G49,奇異果-進口,109,台北一,88.9,71.4,42.5,69.1,8611
107.06.08,G8,栗子,109,台北一,70,70,70,70,30
107.06.08,G9,波羅蜜,109,台北一,28.9,14.8,5,15.7,1575
107.06.08,H4,葡萄柚-紅肉,109,台北一,20.7,19.6,10.7,18,1020
107.06.08,I1,木瓜-網室紅肉,109,台北一,15.9,11.1,8.5,11.5,36832
107.06.08,I2,木瓜-一般紅肉,109,台北一,5,5,5,5,36
107.06.08,I3,木瓜-日昇種,109,台北一,34.7,25,13.8,24.7,770
107.06.08,I4,木瓜-青木瓜,109,台北一,20.8,13.7,7,13.8,1896
107.06.08,J0,荔枝-其他,109,台北一,125,67.2,25.8,70.5,240
107.06.08,J1,荔枝-玉荷包,109,台北一,138.6,90.8,61.9,94.6,8083
107.06.08,J2,荔枝-黑葉,109,台北一,59,39.9,28.2,41.4,5115
107.06.08,J3,荔枝-糯米,109,台北一,28,28,28,28,33
107.06.08,J4,荔枝-竹葉黑,109,台北一,49.7,39.1,23.2,38,9183
107.06.08,LA0,甘藍-其他,109,台北一,3,3,3,3,140
107.06.08,LA1,甘藍-初秋,109,台北一,17.3,12.8,6.4,12.4,151622
107.06.08,LA2,甘藍-改良種,109,台北一,15,8.7,5.4,9.3,33037
107.06.08,LA4,甘藍-紫色,109,台北一,20,12.3,4.3,12.3,548
107.06.08,LA5,甘藍-甘藍心,109,台北一,151,148.9,148,149.2,83
107.06.08,LA6,甘藍-甘藍芽,109,台北一,64.5,17,3,23.7,904
107.06.08,LA7,甘藍-改良尖,109,台北一,13,13,12.6,12.9,2231
107.06.08,LA9,甘藍-進口,109,台北一,7.1,5.8,5,5.9,2300
107.06.08,LB12,小白菜-土白菜,109,台北一,22.8,18.1,7.9,17,4083
107.06.08,LB22,小白菜-蚵仔白,109,台北一,17,11,5.8,11.1,17305
107.06.08,LB8,小白菜-水耕,109,台北一,12,11.2,10,11.1,23
107.06.08,LC0,包心白菜-其他,109,台北一,27.3,11,10.8,14.2,1904
107.06.08,LC1,包心白菜-包白,109,台北一,24.7,11.4,3.6,12.5,21667
107.06.08,LC3,包心白菜-包頭蓮,109,台北一,16.1,11.1,10,11.9,2420
107.06.08,LC6,包心白菜-冬白芽,109,台北一,120,77,35,77.2,149
107.06.08,LC9,包心白-進口,109,台北一,24,20.2,16.9,20.3,8190
107.06.08,LD1,青江白菜-小梗,109,台北一,20.9,13.8,6.6,13.8,16922
107.06.08,LE1,皇宮菜-小葉,109,台北一,50.2,35.3,23.8,36,1244
107.06.08,LE2,皇宮菜-大葉,109,台北一,24.1,16.7,9.1,16.7,947
107.06.08,LF1,蕹菜-大葉,109,台北一,12,12,12,12,96
107.06.08,LF2,蕹菜-小葉,109,台北一,30,22.1,13.4,22,16874
107.06.08,LF3,蕹菜-水蕹菜,109,台北一,35,35,33.1,34.6,429
107.06.08,LG2,芹菜-白梗,109,台北一,69.6,52.7,40.5,53.7,5128
107.06.08,LG3,芹菜-西洋芹菜,109,台北一,18.1,12.4,10,13.1,743
107.06.08,LG9,芹菜-進口,109,台北一,40,39.3,24.6,36.5,1045
107.06.08,LH1,菠菜-圓葉,109,台北一,80,60.7,20,56.4,100
107.06.08,LH2,菠菜-角葉,109,台北一,86,54.6,34.2,56.8,3930
107.06.08,LI0,萵苣菜-其他,109,台北一,111,60,32.8,64.8,91
107.06.08,LI1,萵苣菜-廣東萵,109,台北一,33.5,25,19.8,25.7,641
107.06.08,LI2,萵苣菜-結球萵,109,台北一,24.7,16.6,7.2,16.4,5066
107.06.08,LI3,萵苣菜-本島圓葉,109,台北一,32,21.7,9,21.2,4785
107.06.08,LI5,萵苣菜-油麥菜,109,台北一,27.5,14.1,4.9,15,12387
107.06.08,LI6,萵苣菜-蘿美,109,台北一,75,53.9,20.6,51.5,924
107.06.08,LI7,萵苣菜-紅捲綠捲,109,台北一,60,24.2,7.4,28,846
107.06.08,LI8,萵苣菜-水耕,109,台北一,58.7,41.6,30.5,42.8,2610
107.06.08,LI9,萵苣菜-進口,109,台北一,40,40,37.6,39.5,3778
107.06.08,LJ3,芥菜-大芥菜,109,台北一,25,23.6,17,22.6,244
107.06.08,LJ4,芥菜-小芥菜,109,台北一,31.7,18.3,12,19.7,2560
107.06.08,LK2,芥藍菜,109,台北一,30.8,13.2,7.1,15.5,5610
107.06.08,LK3,芥藍菜-芥藍芽,109,台北一,110,85,26.6,78.3,335
107.06.08,LM1,莧菜-紅莧菜,109,台北一,21,17.5,11.4,17,2805
107.06.08,LM2,莧菜-白莧菜,109,台北一,21.1,16.9,10.6,16.5,10865
107.06.08,LN1,油菜,109,台北一,23.8,16.2,9.2,16.3,8793
107.06.08,LO1,甘藷葉,109,台北一,33.3,18.1,6.6,18.9,14808
107.06.08,LP1,芫荽,109,台北一,278.3,222.5,156.8,220.5,872
107.06.08,LP2,九層塔,109,台北一,35,25.9,10,24.6,2806
107.06.08,LP3,羅勒,109,台北一,100,71.5,30,68.9,18
107.06.08,LQ1,紅鳳菜-紅鳳菜,109,台北一,32,21.8,6.2,20.7,1816
107.06.08,LS1,茴香,109,台北一,50,50,50,50,24
107.06.08,LT2,海菜-海帶,109,台北一,52,40.7,40,42.8,155
107.06.08,LT3,海菜-水蓮,109,台北一,90,86.6,59.2,81.8,1509
107.06.08,LV1,巴西利,109,台北一,33.8,30.7,30,31.2,313
107.06.08,LX1,蕨菜-過貓,109,台北一,54,48.1,37.7,47.2,447
107.06.08,LX2,蕨菜-山蘇,109,台北一,337.1,208.7,166,225.8,139
107.06.08,LY1,西洋菜,109,台北一,30,30,30,30,60
107.06.08,LZ2,藤川七-川七葉,109,台北一,79.2,52.6,40,55.4,138
107.06.08,M3,楊桃-馬來亞種,109,台北一,55,55,55,55,45
107.06.08,MA1,洋菇,109,台北一,100,100,100,100,423
107.06.08,MA2,洋菇(盒)-盒裝,109,台北一,94.6,20,15.2,34,1780
107.06.08,MB1,草菇,109,台北一,95.4,90,87.3,90.5,111
107.06.08,MC0,濕木耳-其他,109,台北一,400,370.8,300,362.5,16
107.06.08,MC1,濕木耳,109,台北一,84.7,51.2,21.2,51.9,1278
107.06.08,MC2,濕木耳(盒)-盒裝,109,台北一,24.9,3,3,7.4,105
107.06.08,MD1,溼香菇,109,台北一,112.6,109.8,74.7,103.3,1697
107.06.08,ME0,金絲菇-其他,109,台北一,36.8,9.5,8,14.6,112
107.06.08,ME1,金絲菇,109,台北一,29.6,17.9,12,19.1,2415
107.06.08,ME2,金絲菇(盒)-盒裝,109,台北一,25,24.5,22,24.1,626
107.06.08,MF1,蠔菇-鮑魚菇,109,台北一,46.3,29.1,17.8,30.3,503
107.06.08,MF2,蠔菇(盒)-盒裝,109,台北一,6,6,6,6,90
107.06.08,MI1,秀珍菇,109,台北一,70,70,57.7,67.6,648
107.06.08,MJ1,杏鮑菇,109,台北一,77.5,53.2,30,53.4,3204
107.06.08,MJ2,杏鮑菇-盒裝,109,台北一,68.5,13.6,13,24.5,321
107.06.08,MK0,鴻禧菇-其他,109,台北一,137.2,37.8,19.4,54,121
107.06.08,MK1,鴻禧菇,109,台北一,87,87,87,87,12
107.06.08,MK2,鴻禧菇-盒裝,109,台北一,109.4,15,14.6,33.8,1486
107.06.08,ML1,珊瑚菇,109,台北一,10,10,10,10,36
107.06.08,ML2,珊瑚菇-盒裝,109,台北一,90,90,90,90,17
107.06.08,MN1,柳松菇,109,台北一,130,130,130,130,38
107.06.08,MX1,其他菇類-其他菇類,109,台北一,94.3,27.3,12.5,37.7,1188
107.06.08,N2,李-桃接李,109,台北一,47.2,30.6,25,32.8,516
107.06.08,N3,李-紅肉李,109,台北一,67.5,32.4,19.2,36.8,6719
107.06.08,N6,李-泰安李,109,台北一,50.1,43.9,37.6,43.9,582
107.06.08,O2,梨-秋水梨,109,台北一,44.4,34.7,25.6,34.8,11861
107.06.08,O3,梨-世紀梨,109,台北一,47.2,38.7,31.5,38.9,467
107.06.08,O5,梨-豐水梨,109,台北一,80.6,58.2,39.5,58.9,7470
107.06.08,O6,梨-幸水梨,109,台北一,60,52.4,26.8,48.8,569
107.06.08,OA2,鹹菜-帶葉,109,台北一,30,30,30,30,4320
107.06.08,OB1,雪裡紅,109,台北一,15,11,11,11.8,940
107.06.08,OC1,其他蔬菜,109,台北一,30,29.2,25,28.6,1100
107.06.08,OD1,蘿蔔乾,109,台北一,28,28,28,28,540
107.06.08,OE2,醃瓜-漬,109,台北一,25,23.8,17.1,22.7,331
107.06.08,OG1,熟筍-桂竹筍,109,台北一,55,51.8,50,52.1,1202
107.06.08,OI4,筍茸,109,台北一,28,28,28,28,216
107.06.08,OX1,其他蔬菜,109,台北一,116.1,22.9,15.9,40.2,3345
107.06.08,P0,番石榴-其他,109,台北一,39,39,39,39,13
107.06.08,P1,番石榴-珍珠芭,109,台北一,43.8,32.7,19.4,32.3,27055
107.06.08,P2,番石榴-紅心,109,台北一,59.2,36.9,17,37.4,444
107.06.08,P3,番石榴-帝王芭,109,台北一,88,46.4,23.7,50.2,1981
107.06.08,P5,番石榴-水晶無仔,109,台北一,113,99,74.4,96.9,96
107.06.08,Q0,蓮霧-其他,109,台北一,260.9,65.5,34,98.3,340
107.06.08,Q1,蓮霧-紅蓮霧,109,台北一,71.5,24.4,14.9,31.9,3073
107.06.08,Q2,蓮霧-子彈型,109,台北一,70,44.9,20.6,45.1,867
107.06.08,Q4,蓮霧-巴掌蓮霧,109,台北一,79.2,25.6,18.1,34.9,884
107.06.08,R0,芒果-其他,109,台北一,70.8,41.2,16.7,42.2,1240
107.06.08,R1,芒果-愛文,109,台北一,91.6,56.1,36.6,59.3,35590
107.06.08,R2,芒果-紅龍玉文,109,台北一,54.7,38.6,23.7,38.9,1333
107.06.08,R3,芒果-本島,109,台北一,70.6,47.3,26.6,47.8,3289
107.06.08,R5,芒果-黑香金興,109,台北一,110,99.3,20,85.6,140
107.06.08,R6,芒果-金煌,109,台北一,56.1,31.9,17.1,33.8,6001
107.06.08,R8,芒果-芒果青,109,台北一,16.8,14.3,10.1,14,1977
107.06.08,S1,葡萄-巨峰,109,台北一,181,64.7,43.7,83.7,5128
107.06.08,S9,葡萄-進口,109,台北一,572.5,55,50,157.5,1208
107.06.08,SA32,蘿蔔-矸仔,109,台北一,13.8,9.2,5.5,9.4,20490
107.06.08,SA7,蘿蔔-甜菜根,109,台北一,20,18.7,18,18.8,100
107.06.08,SA9,蘿蔔-進口,109,台北一,18,15.4,13.3,15.5,17140
107.06.08,SB1,胡蘿蔔-未洗,109,台北一,13,11.6,9.7,11.5,790
107.06.08,SB2,胡蘿蔔-清洗,109,台北一,15.9,12.7,8.1,12.4,30470
107.06.08,SB9,胡蘿蔔-進口,109,台北一,17,17,12.3,16.1,160
107.06.08,SC1,馬鈴薯-本產,109,台北一,28,25.2,9.9,22.7,7926
107.06.08,SC9,馬鈴薯-進口,109,台北一,42,25.1,19.2,27.3,1198
107.06.08,SD1,洋蔥-本產,109,台北一,12.1,9.4,4.4,8.9,18796
107.06.08,SD9,洋蔥-進口,109,台北一,22.4,21.1,14.6,20,12866
107.06.08,SE1,青蔥-日蔥,109,台北一,80.3,67,38.9,64.1,3785
107.06.08,SE2,青蔥-北蔥,109,台北一,30,30,30,30,30
107.06.08,SE3,青蔥-大蔥,109,台北一,40,40,40,40,80
107.06.08,SE5,青蔥-紅蔥頭,109,台北一,39.3,34.7,23.5,33.4,1386
107.06.08,SE6,青蔥-粉蔥,109,台北一,50.6,39,25.7,38.6,21592
107.06.08,SF1,韭菜-白頭,109,台北一,29.2,26,16.7,24.8,2994
107.06.08,SF2,韭菜-韭菜黃,109,台北一,106.8,85.3,49.4,82.4,1373
107.06.08,SF3,韭菜-韭菜花,109,台北一,80.6,75,48.7,70.8,1556
107.06.08,SF4,韭菜-青頭,109,台北一,40.9,18.5,8.5,21,3802
107.06.08,SG2,大蒜-軟梗,109,台北一,110,71.2,30.8,70.8,2660
107.06.08,SG4,大蒜-蔥蒜,109,台北一,41,31.9,16.6,30.7,1003
107.06.08,SG5,大蒜-蒜頭,109,台北一,65.3,55.1,30.7,52.3,356
107.06.08,SG6,大蒜-蒜仁,109,台北一,70.5,70,70,70.1,3672
107.06.08,SG7,大蒜-蒜瓣,109,台北一,116.7,79.5,18.9,74.8,431
107.06.08,SH1,竹筍-麻竹筍,109,台北一,54,39.9,35,41.8,616
107.06.08,SH2,竹筍-綠竹筍,109,台北一,124.6,94.7,55.8,92.9,8537
107.06.08,SH3,竹筍-桂竹筍,109,台北一,50,50,50,50,40
107.06.08,SH5,竹筍-烏殼綠,109,台北一,42.1,30.6,20.3,30.9,15714
107.06.08,SH7,竹筍-去殼,109,台北一,25.1,22.2,19.8,22.3,1399
107.06.08,SJ2,芋-檳榔心芋,109,台北一,55.5,45,23.9,42.9,5179
107.06.08,SJ3,芋-里芋,109,台北一,70,57.8,33,55.3,138
107.06.08,SJ4,芋-芋莖,109,台北一,17,13.2,12,13.7,230
107.06.08,SK1,荸薺,109,台北一,50,50,50,50,40
107.06.08,SK2,荸薺-加工,109,台北一,65,65,65,65,362
107.06.08,SL1,豆薯,109,台北一,13.8,8.4,5.1,8.8,2345
107.06.08,SM1,牛蒡,109,台北一,35,35,35,35,260
107.06.08,SM9,牛蒡-進口,109,台北一,26.4,22.6,18,22.4,370
107.06.08,SN1,蓮藕,109,台北一,58.7,36,20.9,37.5,2243
107.06.08,SN2,蓮藕-蓮子,109,台北一,300,217.9,120,214.7,38
107.06.08,SO0,甘薯-其他,109,台北一,21.8,9.6,5.7,11.3,2835
107.06.08,SO1,甘薯-改良種,109,台北一,12.6,4.7,1.7,5.7,6837
107.06.08,SO2,甘薯-芋仔甘藷,109,台北一,10.4,9.5,6.2,9,1026
107.06.08,SO3,甘藷-臺農66號,109,台北一,14.6,9.5,4.6,9.5,13621
107.06.08,SP1,薑-老薑,109,台北一,70.5,46.3,24.6,46.8,2127
107.06.08,SP2,薑-嫩薑,109,台北一,80.1,64.9,47.3,64.4,4151
107.06.08,SP3,薑-粉薑,109,台北一,65,58.6,29.7,54.1,2322
107.06.08,SQ1,茭白筍-帶殼,109,台北一,81.3,58.8,38.5,59.2,6163
107.06.08,SQ3,茭白筍-去殼,109,台北一,109,81.8,48.6,80.6,2089
107.06.08,SR3,菱角-去殼,109,台北一,80,80,80,80,393
107.06.08,ST1,蕎頭-露蕎,109,台北一,29.8,25.4,20.5,25.3,160
107.06.08,SU1,薯蕷-紅薯蕷,109,台北一,66,61.4,58,61.6,44
107.06.08,SU2,薯蕷-白薯蕷,109,台北一,50,30.3,16.9,31.6,2820
107.06.08,SU9,薯蕷-進口,109,台北一,150,120.2,100,122.1,430
107.06.08,SV1,蘆筍-白蘆筍,109,台北一,303.9,123.6,93.8,153.7,219
107.06.08,SV2,蘆筍-綠蘆筍,109,台北一,234,155.4,110.6,162.1,996
107.06.08,SV9,蘆筍-進口,109,台北一,248.5,162.4,134.2,174,1435
107.06.08,SW1,球莖甘藍,109,台北一,17.3,10,8.8,11.2,1020
107.06.08,SX1,芽菜類-綠豆芽,109,台北一,12.9,12,12,12.2,8105
107.06.08,SX2,芽菜類-黃豆牙,109,台北一,20,20,20,20,720
107.06.08,SX3,芽菜類-豌豆嬰,109,台北一,50,46.2,40,45.7,410
107.06.08,SX4,芽菜類-苜宿芽,109,台北一,50,50,49.7,50,273
107.06.08,SZ1,半天筍,109,台北一,90,90,90,90,20
107.06.08,SZ3,金針筍,109,台北一,80,75.6,60,73.3,6
107.06.08,SZ4,百合,109,台北一,400,400,400,400,5
107.06.08,SZ6,半天花,109,台北一,62,62,55,60.6,25
107.06.08,SZ7,晚香玉筍,109,台北一,97.9,78.2,63.9,79.3,99
107.06.08,T1,西瓜-大西瓜,109,台北一,15,9.7,6.7,10.2,71364
107.06.08,T4,西瓜-鳳光、英妙,109,台北一,9.5,8.3,5,7.9,6238
107.06.08,T5,西瓜-黃肉,109,台北一,21.2,15.2,9.1,15.2,20200
107.06.08,T7,西瓜-秀鈴,109,台北一,11.4,10.5,7.5,10.1,7905
107.06.08,V1,甜瓜-美濃,109,台北一,55.3,23.9,8.4,27.1,6322
107.06.08,V2,甜瓜-溫室吊瓜,109,台北一,148.3,77.4,43.3,84.8,1899
107.06.08,W0,洋香瓜-其他,109,台北一,177,77.8,32.3,88.5,710
107.06.08,W1,洋香瓜-網狀紅肉,109,台北一,24.4,15.4,8.3,15.8,5782
107.06.08,W2,洋香瓜-網狀綠肉,109,台北一,25.1,16.5,8.1,16.5,17660
107.06.08,W7,洋香瓜-光面白肉,109,台北一,33,20.7,11.3,21.3,628
107.06.08,W9,洋香瓜-進口,109,台北一,533.3,266.7,266.7,320,20
107.06.08,X59,蘋果-紅玉(進口),109,台北一,133.3,133.3,133.3,133.3,50
107.06.08,X69,蘋果-富士(進口),109,台北一,93.9,37.8,31.1,47.7,18824
107.06.08,Y1,桃子-水蜜桃,109,台北一,146.7,110.6,70,109.7,93
107.06.08,Y3,桃子-甜桃,109,台北一,56.7,28.6,24.1,33.3,324
107.06.08,Y4,桃子-早桃,109,台北一,25,25,25,25,648
107.06.08,Y5,桃子-福壽桃,109,台北一,63.6,26,17,31.7,1433
107.06.08,Y9,桃子-進口,109,台北一,215,136.7,86.8,142.4,3081
107.06.08,11,椰子,220,板橋區,9,9,9,9,472
107.06.08,42,楊梅,220,板橋區,32,27.1,26,27.9,58
107.06.08,51,百香果-改良種,220,板橋區,43,41.7,40,41.6,64
107.06.08,61,甘蔗-帶皮,220,板橋區,9,9,9,9,2080
107.06.08,71,小番茄-一般,220,板橋區,18,15.9,14.2,16,618
107.06.08,72,小番茄-聖女,220,板橋區,25,20.7,20,21.4,84
107.06.08,74,小番茄-玉女,220,板橋區,60,54.8,26.3,50.1,590
107.06.08,811,火龍果-白肉,220,板橋區,60.4,55.2,47,54.6,406
107.06.08,812,火龍果-紅肉,220,板橋區,44.3,38.8,30.8,38.3,3867
107.06.08,839,櫻桃-進口,220,板橋區,520,520,520,520,15
107.06.08,859,榴槤-進口,220,板橋區,108.3,108.3,108.3,108.3,2400
107.06.08,91,其他,220,板橋區,8,8,8,8,10
107.06.08,A1,香蕉,220,板橋區,15.5,12.3,11,12.7,10653
107.06.08,A2,香蕉-芭蕉,220,板橋區,18,11.8,10,12.7,180
107.06.08,B0,鳳梨-其他,220,板橋區,12,12,12,12,80
107.06.08,B2,鳳梨-金鑽鳳梨,220,板橋區,13,10.4,9.8,10.8,17251
107.06.08,B6,鳳梨-甜蜜蜜,220,板橋區,12.8,11.8,11,11.9,2820
107.06.08,E9,甜橙-進口,220,板橋區,55,55,55,55,100
107.06.08,F0,雜柑-其他,220,板橋區,20,20,20,20,25
107.06.08,F1,雜柑-檸檬,220,板橋區,28.9,22,21.7,23.3,543
107.06.08,F4,雜柑-桔子,220,板橋區,28,28,28,28,12
107.06.08,F5,雜柑-無子檸檬,220,板橋區,25,25,25,25,18
107.06.08,FA0,其他花類,220,板橋區,20,16.7,12,16.4,9
107.06.08,FA1,黃秋葵,220,板橋區,34.1,31.1,21.6,29.8,633
107.06.08,FB1,花椰菜-青梗,220,板橋區,49.8,31.4,12.4,31.3,675
107.06.08,FC1,胡瓜-黑刺,220,板橋區,12.5,8.3,5,8.5,2191
107.06.08,FD0,花胡瓜-其他,220,板橋區,13,13,13,13,75
107.06.08,FD1,花胡瓜,220,板橋區,22.1,15.5,8.6,15.4,5706
107.06.08,FE0,冬瓜-其他,220,板橋區,6,6,6,6,60
107.06.08,FE1,冬瓜-白皮,220,板橋區,5.9,3.5,2.7,3.8,2332
107.06.08,FF0,絲瓜-其他,220,板橋區,13,12.2,12,12.4,360
107.06.08,FF1,絲瓜-絲瓜,220,板橋區,12.3,9.4,6.4,9.4,8217
107.06.08,FF2,絲瓜-角瓜,220,板橋區,17,17,17,17,54
107.06.08,FF4,絲瓜-長絲瓜,220,板橋區,9,8.6,7,8.4,58
107.06.08,FG0,苦瓜-其他,220,板橋區,13,12.4,6.7,11.4,361
107.06.08,FG1,苦瓜-白大米,220,板橋區,15.6,10.8,6,10.8,4492
107.06.08,FG2,苦瓜-青大米,220,板橋區,4,4,4,4,60
107.06.08,FG3,苦瓜-山苦瓜,220,板橋區,27,27,27,27,190
107.06.08,FG4,苦瓜-翠綠,220,板橋區,7.3,7,5.4,6.8,1041
107.06.08,FH2,扁蒲-圓形,220,板橋區,6,6,6,6,40
107.06.08,FH3,扁蒲-花蒲,220,板橋區,8.8,6,5.5,6.5,2549
107.06.08,FH4,扁蒲-梨子蒲,220,板橋區,8,6,4,6,98
107.06.08,FI1,茄子-胭脂茄,220,板橋區,8.4,8,5.9,7.7,2216
107.06.08,FI2,茄子-麻荸茄,220,板橋區,22.3,16,10.2,16.1,1106
107.06.08,FI3,茄子-日本種,220,板橋區,10,6.7,3,6.6,87
107.06.08,FJ1,蕃茄-黑柿,220,板橋區,19.8,14.1,13.3,15.1,380
107.06.08,FJ3,蕃茄-牛蕃茄,220,板橋區,25.9,19.8,12.5,19.6,3870
107.06.08,FK4,甜椒-彩色種,220,板橋區,43,27.2,12.2,27.4,498
107.06.08,FK5,甜椒-青椒,220,板橋區,34.6,16.9,4.4,18,1619
107.06.08,FL6,豌豆-甜豌豆,220,板橋區,68,68,68,68,20
107.06.08,FL9,豌豆-進口,220,板橋區,57.5,39.7,30,41.3,120
107.06.08,FM2,菜豆-青色,220,板橋區,22.3,18,12.5,17.8,1607
107.06.08,FM3,菜豆-紅色,220,板橋區,20,17.5,15,17.5,52
107.06.08,FN1,敏豆-白豆,220,板橋區,64.3,49.9,32,49.2,737
107.06.08,FN5,敏豆-醜豆,220,板橋區,37,36.8,14.6,32.4,290
107.06.08,FQ1,毛豆-豆莢,220,板橋區,32,32,32,32,209
107.06.08,FQ2,毛豆-豆仁,220,板橋區,79,79,79,79,132
107.06.08,FR1,青花苔,220,板橋區,55,55,53,54.6,380
107.06.08,FR9,青花苔-進口,220,板橋區,78.4,63,23,58.1,1123
107.06.08,FT1,南瓜-木瓜形,220,板橋區,14.5,10.1,7.4,10.4,1948
107.06.08,FT2,南瓜-圓形,220,板橋區,18,11.4,5,11.4,503
107.06.08,FT3,南瓜-黃如意,220,板橋區,6.4,2,2,2.9,193
107.06.08,FT5,南瓜-青如意,220,板橋區,29,22.9,18,23.2,64
107.06.08,FT7,南瓜-栗子,220,板橋區,12,12,12,12,40
107.06.08,FT9,南瓜-進口,220,板橋區,31,30.5,30,30.5,30
107.06.08,FU1,隼人瓜,220,板橋區,8,6.8,6,6.9,218
107.06.08,FU2,隼人瓜苗-瓜苗,220,板橋區,37.1,29,24.8,29.8,1000
107.06.08,FV1,辣椒-紅小,220,板橋區,64.6,41.6,22.5,42.4,144
107.06.08,FV4,辣椒-朝天椒,220,板橋區,27.9,23.2,13.5,22.2,159
107.06.08,FV5,辣椒-青龍,220,板橋區,20,19.5,15,18.7,323
107.06.08,FV6,辣椒-糯米椒,220,板橋區,72,59.8,6,51.4,33
107.06.08,FW1,金針花,220,板橋區,96,96,96,96,10
107.06.08,FY0,玉米-其他,220,板橋區,7,6,4,5.8,100
107.06.08,FY2,玉米-甜硬殼,220,板橋區,7,6.6,4,6.1,210
107.06.08,FY3,玉米-超甜白,220,板橋區,17,17,17,17,60
107.06.08,FY4,玉米-玉米筍,220,板橋區,20.5,11.2,9,12.6,416
107.06.08,FY5,玉米-糯米(黑),220,板橋區,14,10.4,7.6,10.6,500
107.06.08,FY6,玉米-甜軟殼,220,板橋區,7.2,7,5.1,6.6,5152
107.06.08,FY7,玉米-糯米(白),220,板橋區,9,9,8.2,8.8,970
107.06.08,FY9,玉米-進口,220,板橋區,66.7,60.1,50,59.4,128
107.06.08,FZ1,落花生-生落花生,220,板橋區,43.1,34.7,34,36.3,409
107.06.08,FZ2,落花生-熟落花生,220,板橋區,35,34.5,34,34.5,390
107.06.08,G49,奇異果-進口,220,板橋區,116.3,90,70,91.2,1851.5
107.06.08,G8,栗子,220,板橋區,80,80,80,80,42
107.06.08,H49,葡萄柚-進口紅肉,220,板橋區,40,40,40,40,100
107.06.08,I1,木瓜-網室紅肉,220,板橋區,14,11.5,10.1,11.7,4344
107.06.08,I3,木瓜-日昇種,220,板橋區,22,22,22,22,496
107.06.08,I4,木瓜-青木瓜,220,板橋區,10,10,10,10,96
107.06.08,J1,荔枝-玉荷包,220,板橋區,59,46.8,38,47.5,978
107.06.08,J2,荔枝-黑葉,220,板橋區,35.6,30.3,26,30.5,1380
107.06.08,J4,荔枝-竹葉黑,220,板橋區,36,30.4,23,30.1,4153
107.06.08,LA1,甘藍-初秋,220,板橋區,13.6,11,7.3,10.8,32531
107.06.08,LA2,甘藍-改良種,220,板橋區,13.8,5.9,5,7.3,3710
107.06.08,LA6,甘藍-甘藍芽,220,板橋區,6,6,6,6,200
107.06.08,LA9,甘藍-進口,220,板橋區,27.8,24.4,6,21.4,1020
107.06.08,LB1,小白菜-土白菜,220,板橋區,16.1,14,11.3,13.9,1577
107.06.08,LB2,小白菜-蚵仔白,220,板橋區,12.2,9.9,7.7,9.9,2148
107.06.08,LC0,包心白菜-其他,220,板橋區,45,45,45,45,54
107.06.08,LC1,包心白菜-包白,220,板橋區,9,5,1.8,5.2,6098
107.06.08,LC9,包心白-進口,220,板橋區,26.7,19.9,16,20.5,675
107.06.08,LD1,青江白菜-小梗,220,板橋區,13.1,11.8,8.1,11.3,1854
107.06.08,LE1,皇宮菜-小葉,220,板橋區,25.3,22.3,15.8,21.6,310
107.06.08,LE2,皇宮菜-大葉,220,板橋區,15,15,15,15,46
107.06.08,LF1,蕹菜-大葉,220,板橋區,20,20,20,20,20
107.06.08,LF2,蕹菜-小葉,220,板橋區,21.2,19.9,12,18.6,2666
107.06.08,LG2,芹菜-白梗,220,板橋區,44,44,36.7,42.5,981
107.06.08,LG3,芹菜-西洋芹菜,220,板橋區,2,2,2,2,180
107.06.08,LH1,菠菜-圓葉,220,板橋區,30,30,30,30,40
107.06.08,LH2,菠菜-角葉,220,板橋區,45,44.6,36.9,43.1,200
107.06.08,LI1,萵苣菜-廣東萵,220,板橋區,5,5,5,5,10
