序號, 樂透1, 樂透2, 樂透3, 樂透4, 樂透5, 樂透6
1926,3,24,21,32,33,13
1927,28,11,27,22,13,35
1928,19,26,27,37,33,5
1929,31,24,22,23,6,2
1930,5,25,18,34,33,30
1931,29,13,27,11,23,24
1932,7,20,5,4,32,31
1933,12,28,20,5,10,1
1934,3,37,24,19,33,6
1935,36,5,14,32,4,1
1936,38,29,3,25,31,6
1937,37,3,24,26,10,5
1938,36,34,12,10,33,2
1939,17,29,23,20,16,8
1940,13,29,8,12,33,21
1941,11,9,8,6,5,7
1942,35,27,17,4,32,14
1943,21,9,6,30,3,35
1944,22,19,30,31,6,36
1945,18,23,12,1,17,14
1946,24,13,17,11,22,8
1947,14,1,32,6,7,33
1948,25,3,16,11,17,2
1949,12,13,7,3,10,8
1950,28,13,23,9,24,5
1951,9,22,38,12,16,36
1952,20,19,31,36,26,3
1953,33,32,17,7,8,27
1954,7,19,12,22,1,10
1955,4,26,3,32,16,8
1956,22,4,20,34,6,17
1957,36,26,22,19,9,1
1958,24,16,7,6,35,20
1959,32,29,3,20,12,17
1960,11,32,26,34,28,13
1961,37,7,33,1,3,22
1962,1,6,29,16,24,19
1963,24,7,4,18,20,33
1964,31,17,16,30,12,26
1965,31,14,20,4,28,6
1966,10,5,32,31,7,6
1967,16,11,35,10,17,34
1968,19,38,3,18,37,6
1969,33,24,8,11,9,18
1970,24,23,35,19,12,7
1971,10,27,33,18,11,12
1972,17,21,10,13,3,2
1973,16,5,35,1,25,21
1974,31,11,17,14,21,26
1975,15,23,11,5,7,8
1976,20,29,22,12,10,19
1977,17,23,22,32,3,21
1978,20,9,19,37,35,3
1979,29,22,8,38,16,37
1980,14,15,26,35,25,7
1981,38,13,23,32,17,35
1982,12,17,31,34,33,11
1983,31,2,1,25,10,17
1984,23,31,3,12,22,13
1985,29,14,8,11,32,17
1986,8,16,7,22,18,5
1987,1,30,14,5,2,33
1988,26,15,36,16,17,28
1989,1,27,21,9,5,6
1990,12,31,21,10,11,37
1991,16,38,36,23,19,1
1992,26,17,2,33,22,19
1993,6,34,17,18,22,28
1994,24,21,38,19,6,20
1995,22,3,11,21,13,37
1996,29,8,31,33,14,28
1997,15,16,28,11,21,23
1998,17,36,12,1,3,28
1999,15,18,12,27,3,11
2000,20,17,35,6,14,11

